Sl. No.,Service Type,Department,Service Name,OPD Tariff
380,Investigations,Microbiology,IMMUNOGLOBULIN - IgG,"2,090"
381,Investigations,Microbiology,GRAM STAIN [THROAT SWAB],470
382,Investigations,Microbiology,GRAM STAIN [URINE],440
383,Investigations,Microbiology,IMMUNOGLOBULIN - IgA,"2,310"
384,Investigations,Microbiology,IMMUNOGLOBULIN - IgM,"2,090"
385,Investigations,Microbiology,INDIA-INK PREPARATION,390
386,Investigations,Microbiology,WATER ANALYSIS [FOR COLIFORM COUNT],"2,010"
387,Investigations,Microbiology,YEAST IDENTIFICATION AND SUSCEPTIBILITY,"1,300"
388,Investigations,Microbiology,AFB CULTURE [NASAL SWAB](Bact Alert 3D),"1,980"
389,Investigations,Microbiology,AFB CULTURE [BAL/TRACHEAL](Bact Alert 3D),"2,090"
390,Investigations,Microbiology,AFB CULTURE [CONJUNCTIVAL SWAB](Bact Alert 3D),"1,980"
391,Investigations,Microbiology,WIDAL TEST,770
392,Investigations,Microbiology,ANTI CCP (CYCLIC CITRULLINATED PEPTIDE),"2,200"
393,Investigations,Microbiology,ANTI LKM-1 /LIVER-KIDNEY- MICROSOMAL ANTIBODIES ( IMMUNOBLOT ASSAY),"3,720"
394,Investigations,Microbiology,ANTI SMOOTH MUSCLE ANTI BODY (SMA),"2,090"
395,Investigations,Microbiology,ANTI HCV ANTIBODIES,"1,630"
396,Investigations,Microbiology,VDRL (QUALITATIVE),770
397,Investigations,Microbiology,CULTURE AND SENSITIVITY [TONSIL],990
398,Investigations,Microbiology,TORCH IgG COMPLEX,"3,030"
399,Investigations,Microbiology,CULTURE AND SENSITIVITY [THROAT SECRETION],990
400,Investigations,Microbiology,TORCH IgM COMPLEX,"2,920"
401,Investigations,Microbiology,HBC TOTAL CORE ANTIBODY,"2,090"
402,Investigations,Microbiology,CYTOMEGALOVIRUS ANTIBODIES Ig G,"1,490"
403,Investigations,Microbiology,MDR-TB DETECTION BY REVERSE HYBRIDIZATION,"4,400"
404,Investigations,Microbiology,RA FACTOR,"1,410"
405,Investigations,Microbiology,TOXOPLASMA ANTIBODIES IG M,"1,520"
406,Investigations,Microbiology,CYTOMEGALOVIRUS ANTIBODIES Ig M,"1,490"
407,Investigations,Microbiology,GRAM STAIN [WOUND SWAB],470
408,Investigations,Microbiology,GRAM STAIN [EYE SWAB],440
409,Investigations,Microbiology,GRAM STAIN [ICD],440
410,Investigations,Microbiology,PREALBUMIN SERUM,"2,420"
411,Investigations,Microbiology,CULTURE AND SENSITIVITY [BAL],"1,050"
412,Investigations,Microbiology,CULTURE AND SENSITIVITY [CENTRAL LINE TIP],"1,050"
413,Investigations,Microbiology,HIGH SENSITIVE (CRP),"1,050"
414,Investigations,Microbiology,GRAM STAIN [TRACHEAL SECRETION],440
415,Investigations,Microbiology,GRAM STAIN [ENDOTRACHEAL SECRETIONS],470
416,Investigations,Microbiology,GRAM STAIN [RECTAL SWAB],440
417,Investigations,Microbiology,GRAM STAIN [SEMEN],470
418,Investigations,Microbiology,GRAM STAIN [PLEURAL FLUID],470
419,Investigations,Microbiology,GRAM STAIN [PERITONEAL FLUID],440
420,Investigations,Microbiology,GRAM STAIN [SYNOVIAL LUID],470
421,Investigations,Microbiology,GRAM STAIN [ASCITIC FLUID],470
422,Investigations,Microbiology,GRAM STAIN (EXPRESSED PROSTATIC SECRETIONS),440
423,Investigations,Microbiology,GRAM STAIN [PERICARDIAL FLUID],440
424,Investigations,Microbiology,GRAM STAIN [UREATHRAL SWAB],470
425,Investigations,Microbiology,GRAM STAIN [VAGINAL SWAB],440
426,Investigations,Microbiology,GRAM STAIN [TISSUE],440
427,Investigations,Microbiology,Dark Field [ Leptospirious Smear ],500
428,Investigations,Microbiology,ACID FAST STAIN [EYE FLUID],770
429,Investigations,Microbiology,ACID FAST STAIN [TRACHEAL SECRETION],770
430,Investigations,Microbiology,ACID FAST STAIN [ET],770
431,Investigations,Microbiology,ACID FAST STAIN [PLEURAL FLUID],830
432,Investigations,Microbiology,ACID FAST STAIN [SYNOVIAL LUID],830
433,Investigations,Microbiology,ACID FAST STAIN [ASCITIC FLUID],830
434,Investigations,Microbiology,ACID FAST STAIN [ICD FLUID],770
435,Investigations,Microbiology,ACID FAST STAIN [PERICARDIAL FLUID],770
436,Investigations,Microbiology,ACID FAST STAIN [LYMPH NODE],770
437,Investigations,Microbiology,ACID FAST STAIN [TISSUE],770
438,Investigations,Microbiology,ACID FAST STAIN ( LEPRA BACILLI),770
439,Investigations,Microbiology,CULTURE AND SENSITIVITY [PUS],"1,050"
440,Investigations,Microbiology,CULTURE AND SENSITIVITY [TRACHEAL SECRETION],990
441,Investigations,Microbiology,CULTURE AND SENSITIVITY [ET],"1,050"
442,Investigations,Microbiology,CULTURE AND SENSITIVITY [SEMEN],830
443,Investigations,Microbiology,CULTURE AND SENSITIVITY [PLEURAL FLUID],"1,050"
444,Investigations,Microbiology,CULTURE AND SENSITIVITY [PERITONEAL FLUID],990
445,Investigations,Microbiology,CULTURE AND SENSITIVITY [SYNOVIAL FLUID],"1,050"
446,Investigations,Microbiology,CULTURE AND SENSITIVITY [ASCITIC FLUID],"1,050"
447,Investigations,Microbiology,CULTURE AND SENSITIVITY [DIALYSIS CATH TIP],"1,050"
448,Investigations,Microbiology,CULTURE AND SENSITIVITY [ICD],990
449,Investigations,Microbiology,CULTURE AND SENSITIVITY [PERICARDIAL FLUID],990
450,Investigations,Microbiology,CULTURE AND SENSITIVITY [URETHRAL SWAB],"1,050"
451,Investigations,Microbiology,CULTURE AND SENSITIVITY [NASAL SWAB],"1,050"
452,Investigations,Microbiology,CULTURE AND SENSITIVITY [VAGINAL SWAB],"1,050"
453,Investigations,Microbiology,CULTURE AND SENSITIVITY [LYMPH NODE],990
454,Investigations,Microbiology,ANAEROBIC CULTURE AND SENSITIVITY [TISSUE],"1,160"
455,Investigations,Microbiology,ANAEROBIC CULTURE AND SENSITIVITY [PLEURAL FLUID],"1,160"
456,Investigations,Microbiology,FUNGUS CULTURE [BAL],720
457,Investigations,Microbiology,STOOL HANGING DROP,390
458,Investigations,Microbiology,ACID FAST STAIN [PERITONEAL FLUID],770
459,Investigations,Microbiology,CULTURE AND SENSITIVITY (OTHERS),"1,050"
460,Investigations,Microbiology,ANAEROBIC CULTURE AND SENSITIVITY [PERITONEAL FLUID],"1,160"
461,Investigations,Microbiology,ANAEROBIC CULTURE AND SENSITIVITY [SYNOVIAL FLUID],"1,300"
462,Investigations,Microbiology,FUNGUS CULTURE [SPUTUM],720
463,Investigations,Microbiology,FUNGUS CULTURE [THROAT SWAB],720
464,Investigations,Microbiology,FUNGUS CULTURE [WOUND SWAB],660
465,Investigations,Microbiology,FUNGUS CULTURE [BLOOD],720
466,Investigations,Microbiology,FUNGUS CULTURE [C S F],660
467,Investigations,Microbiology,FUNGUS CULTURE [PUS],660
468,Investigations,Microbiology,FUNGUS CULTURE [URINE],720
469,Investigations,Microbiology,FUNGUS CULTURE [RECTAL SWAB],660
470,Investigations,Microbiology,ANAEROBIC CULTURE AND SENSITIVITY [ASCITIC FLUID],"1,160"
471,Investigations,Microbiology,ANAEROBIC CULTURE AND SENSITIVITY [PERICARDIAL FLUID],"1,160"
472,Investigations,Microbiology,FUNGUS CULTURE [TRACHEAL SECRETION],660
473,Investigations,Microbiology,FUNGUS CULTURE [ET],660
474,Investigations,Microbiology,FUNGUS CULTURE [STOOL],660
475,Investigations,Microbiology,FUNGUS CULTURE [ASCITIC FLUID],660
476,Investigations,Microbiology,FUNGUS CULTURE [PLEURAL FLUID],660
477,Investigations,Microbiology,FUNGUS CULTURE [PERITONEAL FLUID],660
478,Investigations,Microbiology,FUNGUS CULTURE [SYNOVIAL LUID],660
479,Investigations,Microbiology,FUNGUS CULTURE [PERICARDIAL FLUID],660
480,Investigations,Microbiology,FUNGUS CULTURE [SEMEN],660
481,Investigations,Microbiology,FUNGUS CULTURE [DIALYSIS CATH TIP],660
482,Investigations,Microbiology,FUNGUS CULTURE [ICD FLUID],660
483,Investigations,Microbiology,FUNGUS CULTURE [URETHRAL SWAB],660
484,Investigations,Microbiology,FUNGUS CULTURE [VAGINAL SWAB],660
485,Investigations,Microbiology,FUNGUS CULTURE [LYMPH NODE],660
486,Investigations,Microbiology,FUNGUS CULTURE [CERVICAL SWAB],660
487,Investigations,Microbiology,AFB CULTURE [PERITONEAL FLUID](Bact Alert 3D),"1,980"
488,Investigations,Microbiology,AFB CULTURE [BLOOD](Bact Alert 3D),"1,980"
489,Investigations,Microbiology,AFB CULTURE [C S F](Bact Alert 3D),"2,090"
490,Investigations,Microbiology,AFB CULTURE [TRACHEAL SECRETION](Bact Alert 3D),"1,980"
491,Investigations,Microbiology,AFB CULTURE [ET](Bact Alert 3D),"1,980"
492,Investigations,Microbiology,AFB CULTURE [PLEURAL FLUID](Bact Alert 3D),"2,090"
493,Investigations,Microbiology,AFB CULTURE [ICD FLUID ](Bact Alert 3D),"1,980"
494,Investigations,Microbiology,AFB CULTURE [SYNOVIAL FLUID](Bact Alert 3D),"2,090"
495,Investigations,Microbiology,AFB CULTURE [ASCITIC FLUID](Bact Alert 3D),"2,090"
496,Investigations,Microbiology,AFB CULTURE [EPS](Bact Alert 3D),"1,980"
497,Investigations,Microbiology,AFB CULTURE [LYMPH NODE](Bact Alert 3D),"1,980"
498,Investigations,Microbiology,RUBELLA IgM,"1,630"
499,Investigations,Microbiology,CULTURE AND SENSITIVITY [STOOL],"1,050"
500,Investigations,Microbiology,CULTURE AND SENSITIVITY [ADENOID TISSUE],990
501,Investigations,Microbiology,FUNGAL CULTURE [EPS],660
502,Investigations,Microbiology,CULTURE AND SENSITIVITY[FEMORAL CATH],990
503,Investigations,Microbiology,CULTURE AND SENSITIVITY [PERIPHERAL LINE TIP],990
504,Investigations,Microbiology,HSV 1 2 IGG IGM,"1,760"
505,Investigations,Microbiology,CHIKUNGUNYA IgM,"1,300"
506,Investigations,Microbiology,HIV TEST(RAPID),"1,630"
507,Investigations,Microbiology,AFB CULTURE (FNAC) (BACT ALERT 3D),"2,090"
508,Investigations,Microbiology,ASPERGILLUS ANTIGEN- GALACTOMANNAN ASSAY,"2,920"
509,Investigations,Microbiology,ANTI NUCLEAR ANTIBODIES/ANA(IMMUNOFLUORESCEN CE),"2,090"
510,Investigations,Microbiology,CMV RT PCR QUANTITATIVE,"7,070"
511,Investigations,Microbiology,HIV CONFIRMATION TEST [WESTERN BLOT],"7,760"
512,Investigations,Microbiology,SMEAR FOR CANDIDA,470
513,Investigations,Microbiology,HIV ANTI BODIES,"1,870"
514,Investigations,Microbiology,DENGUE SEROLOGY ( IgM AND IgG ),"3,610"
515,Investigations,Microbiology,AFB CULTURE [TISSUE](BACT ALERT 3D),"2,090"
516,Investigations,Microbiology,AFB CULTURE [ENDOMETRIUM](BACT ALERT 3D),"1,980"
517,Investigations,Microbiology,AFB CULTURE [ASPIRATE](BACT ALERT 3D),"2,090"
518,Investigations,Microbiology,AFB CULTURE [RYLES TUBE ASPIRATE](BACT ALERT 3D),"1,980"
519,Investigations,Microbiology,AFB CULTURE [SEMEN](BACT ALERT 3D),"2,090"
520,Investigations,Microbiology,AFB CULTURE [WOUND SWAB](BACT ALERT 3D),"1,980"
521,Investigations,Microbiology,CULTURE AND SENSITIVITY [EAR SWAB],"1,050"
522,Investigations,Microbiology,CULTURE AND SENSITIVITY [ASPIRATE PUS],990
523,Investigations,Microbiology,CULTURE AND SENSITIVITY [LIVER ASPIRATE],990
524,Investigations,Microbiology,FUNGUS CULTURE [OTHERS],720
525,Investigations,Microbiology,CULTURE AND SENSITIVITY [TISSUE],"1,050"
526,Investigations,Microbiology,DENGUE NS1 ANTIGEN,"1,760"
527,Investigations,Microbiology,ACID FAST STAIN [CONJUNCTIVAL SWAB],770
528,Investigations,Microbiology,ACID FAST STAIN [WOUND SWAB],830
529,Investigations,Microbiology,FUNGUS CULTURE [ASPIRATE],660
530,Investigations,Microbiology,FUNGUS CULTURE [CONJUNCTIVAL SWAB],440
531,Investigations,Microbiology,FUNGUS CULTURE [ENDOMETRIUM],660
532,Investigations,Microbiology,FUNGUS CULTURE [NASAL SWAB],660
533,Investigations,Microbiology,FUNGUS CULTURE [RYLES TUBE ASPIRATE],660
534,Investigations,Microbiology,FUNGUS CULTURE [TISSUE],660
535,Investigations,Microbiology,GRAM STAIN [ASPIRATE],440
536,Investigations,Microbiology,GRAM STAIN [CONJUNCTIVAL SWAB],440
537,Investigations,Microbiology,GRAM STAIN [ENDOMETRIUM],440
538,Investigations,Microbiology,GRAM STAIN [LYMPH NODE],440
539,Investigations,Microbiology,GRAM STAIN [NASAL SWAB],440
540,Investigations,Microbiology,GRAM STAIN [RYLES TUBE ASPIRATE],440
541,Investigations,Microbiology,CULTURE AND SENSITIVITY [ENDOMETRIUM],990
542,Investigations,Microbiology,CULTURE AND SENSITIVITY [RYLES TUBE ASPIRATE],990
543,Investigations,Microbiology,ACID FAST STAIN [ASPIRATE],830
544,Investigations,Microbiology,ACID FAST STAIN [BLOOD],770
545,Investigations,Microbiology,ACID FAST STAIN [ENDOMETRIUM],770
546,Investigations,Microbiology,ACID FAST STAIN [EPS],770
547,Investigations,Microbiology,ACID FAST STAIN [NASAL SWAB],770
548,Investigations,Microbiology,ACID FAST STAIN [RYLES TUBE ASPIRATE],770
549,Investigations,Microbiology,ACID FAST STAIN [SEMEN],830
550,Investigations,Microbiology,HIV P24 ANTIGEN,"1,300"
551,Investigations,Microbiology,CULTURE and SENSITIVITY EAR SWAB,990
552,Investigations,Microbiology,CULTURE and SENSITIVITY SKIN SWAB,"1,050"
553,Investigations,Microbiology,SS-A (Ro) IgG ANTIBODIES,"4,620"
554,Investigations,Microbiology,SS-B (La) IgG ANTIBODIES,"4,620"
555,Investigations,Microbiology,ADENO AND ROTAVIRUS AG IN STOOL (RAPID TEST),830
556,Investigations,Microbiology,CULTURE AND SENSITIVITY [NAIL CLIP],990
557,Investigations,Microbiology,FUNGUS CULTURE [NAIL CLIP],720
558,Investigations,Microbiology,AFB CULTURE (BONE MARROW) (Bact Alert 3D),"2,090"
559,Investigations,Microbiology,WET MOUNT (SKIN SCRAPING),420
560,Investigations,Microbiology,AFB CULTURE (PUS)(Bact Alert 3D),"2,090"
561,Investigations,Microbiology,FUNGUS CULTURE (BONE MARROW),660
562,Investigations,Microbiology,ACID FAST STAIN (BONE MARROW),770
563,Investigations,Microbiology,CULTURE AND SENSITIVITY (BONE MARROW),990
564,Investigations,Microbiology,GRAM STAIN (BONE MARROW),440
565,Investigations,Microbiology,AFB CULTURE [FLUID](Bact Alert 3D),"2,090"
566,Investigations,Microbiology,FUNGUS CULTURE BONE,660
567,Investigations,Microbiology,ACID FAST STAIN BONE,770
568,Investigations,Microbiology,CULTURE AND SENSITIVITY BONE,990
569,Investigations,Microbiology,GRAM STAIN BONE,660
570,Investigations,Microbiology,ALBERT'S STAINING [THROAT SWAB],420
571,Investigations,Microbiology,ANTI JO-1 ANTIBODIES,"2,260"
572,Investigations,Microbiology,ANTI RNP/SM ANTIBODIES ( IMMUNOBLOT ASSAY),"4,290"
573,Investigations,Microbiology,ANTI SCL -70 ANTIBODIES ( IMMUNOBLOT ASSAY),"4,290"
574,Investigations,Microbiology,ANTI SSB/LA ANTIBODIES ( IMMUNOBLOT ASSAY),"3,080"
575,Investigations,Microbiology,CLOSTRIDIUM DIFFICILE TOXIN AandB DETECTION- STOOL,"2,920"
576,Investigations,Microbiology,ELISA ANTI HSV 1 and 2 IgM,"1,160"
577,Investigations,Microbiology,ELISA ANTI HSV 1 and 2 IgG,"1,160"
578,Investigations,Microbiology,HSV 1 AND 2 RT PCR ASSAY,"6,710"
579,Investigations,Microbiology,ROTAVIRUS ANTIGEN (STOOL),"1,300"
580,Investigations,Microbiology,ANTI HCV RAPID TEST,"1,760"
581,Investigations,Microbiology,URINE PREGNANCY TEST,830
582,Investigations,Microbiology,WEIL FELIX TEST,720
583,Investigations,Microbiology,ANTI MITOCHONDRIAL ANTIBODIES- M2(AMA-M2),"3,250"
584,Investigations,Microbiology,MTB DETECTION AND DRUG RESISTANCE 2nd LINE (HAIN-Genotype),"7,400"
585,Investigations,Microbiology,TYPHI DOT -IgM,720
586,Investigations,Microbiology,CMV Antibodies - IgM,"1,760"
587,Investigations,Microbiology,TORCH IGG and IGM,"5,780"
588,Investigations,Microbiology,SWAB C/S,830
589,Investigations,Microbiology,KOH PREPERATION,470
590,Investigations,Microbiology,SMEAR FOR FUNGUS,470
591,Investigations,Microbiology,HBV DNA QUANTITATIVE,"13,640"
592,Investigations,Microbiology,ANTI- DS DNA,"2,200"
593,Investigations,Microbiology,PCT - Q (Procalcitonin),"4,760"
594,Investigations,Microbiology,ACID FAST STAIN (BILE),770
595,Investigations,Microbiology,ACID FAST STAIN (GASTRIC JUICE),770
596,Investigations,Microbiology,ALDEHYDE SERUM TEST,420
597,Investigations,Microbiology,HIV VIRAL LOAD,"7,290"
598,Investigations,Microbiology,ANTI NEUTROPHIL CYTOPLASMIC ANTIBODIES IF,"2,560"
599,Investigations,Microbiology,CULTURE AND SENSITIVITY (BILE),990
600,Investigations,Microbiology,CULTURE AND SENSITIVITY (Central Tip),"1,760"
601,Investigations,Microbiology,PNUEMOSLIDE PANEL IgM,"3,850"
602,Investigations,Microbiology,ACID FAST STAIN (FLUID),830
603,Investigations,Microbiology,GRAM STAIN (FLUID),470
604,Investigations,Microbiology,HBV DNA QUALITATIVE(PCR),"8,450"
605,Investigations,Microbiology,QUANTIFERON TB,"6,820"
606,Investigations,Microbiology,HCV RNA PCR QUANTITATIVE,"10,370"
607,Investigations,Microbiology,HCV RNA PCR QUALITATIVE,"10,210"
608,Investigations,Microbiology,TB PCR DNA,"4,070"
609,Investigations,Microbiology,SERUM LIGHTCHAIN ASSAY,"5,780"
610,Investigations,Microbiology,(METROPOLIS) JAPANESE ENCEPAHILITS VIRUS PCR (JE VIRUS PCR),"6,360"
611,Investigations,Microbiology,RT PCR FOR H1N1 TEST,"8,910"
612,Investigations,Microbiology,ADENOVIRUS C PCR,"6,770"
613,Investigations,Microbiology,ANA / ANF IN DILUTION,"3,550"
614,Investigations,Microbiology,ANTI HAV ANTIBODY(TOTAL),"2,090"
615,Investigations,Microbiology,ANTI HBE (E ANTI BODY),"2,670"
616,Investigations,Microbiology,ANTI HBS (ANTIBODY TO AUSTRALIA- ANTIGEN),"1,300"
617,Investigations,Microbiology,ANTI HEV IgM,"3,250"
618,Investigations,Microbiology,"ANTIBODY TO RNP - Sm, IgG","3,110"
619,Investigations,Microbiology,AUTOIMMUNE HEPATITIS PANEL,"3,940"
620,Investigations,Microbiology,ANTIBODY TO SSA/RO,"8,310"
621,Investigations,Microbiology,Antinuclear antibody Panel ( 14 antibody panel),"5,450"
622,Investigations,Microbiology,AUSTRALIA ANTIGEN DETECTION (ELISA),"1,160"
623,Investigations,Microbiology,AUTOMATED BLOOD CULTURE (BACT T ALERT),"1,650"
624,Investigations,Microbiology,BLOOD C/S - AEORBIC (CENTRAL LINE),"1,760"
625,Investigations,Microbiology,BLOOD C/S - AEROBIC (PERIPHERAL LINE),"1,760"
626,Investigations,Microbiology,BLOOD CULTURE AND SENSITIVITY - AEROBIC,"1,870"
627,Investigations,Microbiology,C3 AND C4,"3,610"
628,Investigations,Microbiology,C-ANCA IN DILUTION,"3,410"
629,Investigations,Microbiology,CMV ANTIBODY [IGG],"1,760"
630,Investigations,Microbiology,CMV DNA DETECTION PCR,"2,560"
631,Investigations,Microbiology,BLOOD CULTURE AND SENSITIVITY [ANAEROBIC ],"1,300"
632,Investigations,Microbiology,CULTURE AND SENSITIVITY FOR ASPIRATED FLUID,800
633,Investigations,Microbiology,DENGUE SEROLOGY(IGM AND IGG) GOVT REFERALS,800
634,Investigations,Microbiology,EBV (Ebstein Barr Virus) PCR,"7,070"
635,Investigations,Microbiology,EBV VIRAL CAPSID Ag IgM,"3,360"
636,Investigations,Microbiology,HBsAg SEROLOGY - ELIFA/CMIA,"1,570"
637,Investigations,Microbiology,HCV RNA QUANTITATIVE/VIRAL LOAD,"13,860"
638,Investigations,Microbiology,HEPATITIS B PCR QUANTITATIVE,"10,370"
639,Investigations,Microbiology,RAPID HBSAg SEROLOGY,"1,410"
640,Investigations,Microbiology,IgG4(IMMUNOGLBULIN IgG4),"7,980"
641,Investigations,Microbiology,IMMUNOGLOBULIN IgE,"2,560"
642,Investigations,Microbiology,KOH MOUNT FOR FUNGAL ELEMENTS DETECTION,470
643,Investigations,Microbiology,"TISSUE TRANSGLUTAMINASE,IgA","1,630"
644,Investigations,Microbiology,TREPONEMA PALLIDUM ANTIBODY DETECTION,"1,210"
645,Investigations,Microbiology,HIV SEROLOGY (RAPID),"2,090"
646,Investigations,Microbiology,CSF/SERUM IgG INDEX,"3,470"
647,Investigations,Microbiology,STOOL FOR CRYPTOSPORIDIUM AND ISOSPORA,470
648,Investigations,Microbiology,JAPANESE ENCEPHALITIS (JE) VIRUS IGM SERUM (ELISA),"2,310"
649,Investigations,Microbiology,JAPANESE ENCEPHALITIS (JE) VIRUS IGM CSF (ELISA),"2,310"
650,Investigations,Microbiology,aHBc,"1,870"
651,Investigations,Microbiology,HELICOBACTER PYLORI IgG,"1,870"
652,Investigations,Microbiology,LEGIONELLA URINARY ANTIGEN,"1,870"
653,Investigations,Microbiology,MYCOBACTERIUM SPECIATION,"4,070"
654,Investigations,Microbiology,PNEUMOBACT IGG AND IGM (FOR A TYPICAL BACTERIAL PNEUMONIA),"4,290"
655,Investigations,Microbiology,BRUCELLA AGGLUTINATION TEST,"1,520"
656,Investigations,Microbiology,EBV VCA IgG (EBSTEIN BARR VIRUS VCA IgG),"1,520"
657,Investigations,Microbiology,HUMAN CORONAVIRUS/HUMAN PARAINFLUENZA RT PCR,"2,670"
658,Investigations,Microbiology,ATYPICAL PNEUMONIA PANEL BY RT PCR,"6,930"
659,Investigations,Microbiology,RESPIRATORY SYNCYTIAL VIRUS/METAPNEUMOVIRUS RT PCR,"2,670"
660,Investigations,Microbiology,VIRAL TRANSPORT MEDIA,250
661,Investigations,Microbiology,CHLAMYDIA/MYCOPLASMA PNEUMONIAE RT PCR,"2,560"
662,Investigations,Microbiology,MTB DNA DETECTION WITH RIFAMPICIN SUSCEPTIBILITY GENE XPERT,"4,510"
663,Investigations,Microbiology,HPV (HUMAN PAPILLOMA VIRUS) DNA DETECTION,"4,620"
664,Investigations,Microbiology,COMPREHENSIVE G.I. PANEL,"16,420"
665,Investigations,Microbiology,COMPREHENSIVE RESPIRATORY PANEL,"16,420"
666,Investigations,Microbiology,COMPREHENSIVE CNS PANEL,"18,480"
667,Investigations,Microbiology,SCRUB TYPHUS IGM ELISA,"1,300"
668,Investigations,Microbiology,SURVEILLANCE CULTURE,-
669,Investigations,Microbiology,PNEUMOCOCCAL ANTIGEN DETECTION IN URINE,"1,870"
670,Investigations,Microbiology,PNEUMONIA PANEL,"23,100"
