Sl No.,Service Type,Department,Service Name,Standard,Semi Private,Private,Private Deluxe,Deluxe,Suite,Maharaja Suite
230,Investigations,Haematology,HEMOGLOBIN (AUTOMATION),830,830,830,960,"1,100","1,160","1,300"
231,Investigations,Haematology,LE TEST [CELLS],880,880,880,"1,010","1,170","1,390","1,530"
232,Investigations,Haematology,MALARIAL ANTIGEN DETECTION TEST,"3,220","3,220","3,220","3,710","4,270","4,580","5,070"
233,Investigations,Haematology,PACKED CELL VOLUME [PCV]- (Automation),880,880,880,"1,010","1,170","1,310","1,450"
234,Investigations,Haematology,SMEAR FOR MALARIA PARASITES,"1,380","1,380","1,380","1,580","1,820","1,940","2,160"
235,Investigations,Haematology,SMEAR FOR MICROFILARIA PARASITES,800,800,800,920,"1,070","1,220","1,350"
236,Investigations,Haematology,PERIPHERAL BLOOD SMEAR (PBS),960,970,970,"1,110","1,280","1,490","1,660"
237,Investigations,Haematology,PLASMA FIBRINOGEN,"1,380","1,380","1,380","1,580","1,820","2,130","2,370"
238,Investigations,Haematology,PLASMA HEMOGLOBIN,610,610,610,690,790,990,"1,080"
239,Investigations,Haematology,PLATELET COUNT,"2,060","2,070","2,070","2,390","2,750","2,940","3,270"
240,Investigations,Haematology,PROTHROMBIN TIME,"1,380","1,380","1,380","1,580","1,820","1,940","2,160"
241,Investigations,Haematology,RBC COUNT(Automation),800,800,800,920,"1,070","1,220","1,350"
242,Investigations,Haematology,RETICULOCYTE COUNT,580,580,580,670,770,860,"1,660"
243,Investigations,Haematology,SEMEN ANALYSIS,"1,380","1,380","1,380","1,580","1,830","2,160","2,400"
244,Investigations,Haematology,SICKLING TEST,960,970,970,"1,110","1,280","1,490","1,660"
245,Investigations,Haematology,STOOL FOR REDUCING SUBSTANCES,660,660,660,760,870,"1,080","1,180"
246,Investigations,Haematology,STOOL OCCULT BLOOD,770,770,770,880,"1,010","1,080","1,190"
247,Investigations,Haematology,STOOL ROUTINE,770,770,770,880,"1,010","1,080","1,190"
248,Investigations,Haematology,SUCROSE LYSIS TEST,"1,600","1,600","1,600","1,840","2,110","2,510","2,780"
249,Investigations,Haematology,THROMBIN TIME,850,860,860,990,"1,140","1,360","1,640"
250,Investigations,Haematology,URINE FOR KETONES,610,610,610,700,810,920,"1,030"
251,Investigations,Haematology,URINE- BENCE JONES PROTEINS,990,990,990,"1,140","1,320","1,550","1,740"
252,Investigations,Haematology,URINE- BILE PIGMENT AND BILE SALT,610,610,610,690,790,990,"1,080"
253,Investigations,Haematology,URINE FOR UROBILINOGEN,610,610,610,700,810,920,"1,050"
254,Investigations,Haematology,URINE HEMOGLOBIN,770,770,770,890,"1,020","1,210","1,340"
255,Investigations,Haematology,URINE HEMOSIDERIN,610,610,610,700,810,920,"1,030"
256,Investigations,Haematology,URINE ROUTINE AND MICROSCOPY,660,660,660,760,870,960,"1,060"
257,Investigations,Haematology,URINE FOR CHYLE,550,550,550,630,720,880,970
258,Investigations,Haematology,Hb ELECTROPHORESIS/HPLC,"2,970","2,970","2,970","3,410","3,920","4,630","5,140"
259,Investigations,Haematology,PORPHOBILINOGEN - SPOT URINE(QUALITATIVE SCREEN),880,880,880,"1,010","1,170","1,390","1,530"
260,Investigations,Haematology,BONE MARROW BIOPSY,"2,500","2,510","2,510","2,880","3,310","3,950","4,380"
261,Investigations,Haematology,ACUTE MYELOID LEUKEMIA (AML) CHARACTERIZATION PANEL,"24,370","24,370","24,370","28,020","32,220","38,130","42,340"
262,Investigations,Haematology,MCV MCHC MCH,"1,050","1,050","1,050","1,210","1,400","1,630","1,790"
263,Investigations,Haematology,URINE FOR REDUCING SUBSTANCES,660,660,660,760,870,"1,060","1,170"
264,Investigations,Haematology,LEUCOCYTE COUNT (TC and DC),"1,020","1,020","1,020","1,180","1,350","1,450","1,620"
265,Investigations,Haematology,CD4 AND CD8,"3,410","3,410","3,410","3,930","4,520","4,800","5,320"
266,Investigations,Haematology,CBC,630,640,640,740,850,"1,000","1,280"
267,Investigations,Haematology,NASAL SMEAR FOR EOSINOPHILS,610,610,610,700,810,920,"1,050"
268,Investigations,Haematology,URINE FOR MYOGLOBIN,470,470,470,540,620,700,780
269,Investigations,Haematology,WBC COUNT (TC and DC),660,660,660,760,870,"1,080","1,180"
270,Investigations,Haematology,CLPD PANEL(CHRONIC LYMPHO PROFILERATIVE DISOREDER PANEL),"36,110","36,110","36,110","41,540","47,760","56,530","62,790"
271,Investigations,Haematology,ACUTE LEUKEMIA PANEL(COMPREHENSIVE),"32,840","32,840","32,840","37,750","43,410","51,380","57,100"
272,Investigations,Haematology,ANY SINGLE(CD) MARKER,"3,490","3,500","3,500","4,020","4,620","5,470","6,070"
273,Investigations,Haematology,"STOOL FOR OVA,PARASITE,CYST",660,660,660,760,870,"1,080","1,180"
274,Investigations,Haematology,HEINZ BODY TEST,500,500,500,570,660,790,870
275,Investigations,Haematology,B A L FLUID FOR CELL TYPE CELL COUNT,"1,350","1,350","1,350","1,550","1,780","2,160","2,400"
276,Investigations,Haematology,BASOPHILIC STIPPLING,770,770,770,890,"1,020","1,180","1,310"
277,Investigations,Haematology,BONE MARROW [PERLS STAIN],"2,810","2,810","2,810","3,220","3,710","4,400","4,880"
278,Investigations,Haematology,CAPD FLUID FOR CELL TYPE AND CELL COUNTS,"1,350","1,350","1,350","1,550","1,780","2,160","2,400"
279,Investigations,Haematology,SPUTUM FOR EOSINOPHILS,610,610,610,700,810,970,"1,090"
280,Investigations,Haematology,PERITONEAL DIALYSIS FLUID CELL COUNT,"1,350","1,350","1,350","1,550","1,780","2,160","2,400"
281,Investigations,Haematology,RED CELL OSMOTIC FRAGILITY WITH INCUBATION,"1,710","1,710","1,710","1,960","2,260","2,680","2,970"
282,Investigations,Haematology,ALL PANEL BY FLOW CYTOMETRY,"26,100","26,100","26,100","30,020","34,530","40,840","45,380"
283,Investigations,Haematology,CD 34/ HSC COUNT(HEMOPOETIC STEM CELL COUNT),"3,630","3,630","3,630","4,180","4,810","5,680","6,300"
284,Investigations,Haematology,URINE SUGAR - POST PRANDIAL (QUALITATIVE),470,470,470,540,620,700,780
285,Investigations,Haematology,FLUID CELL TYPE AND CELL COUNT,"1,870","1,870","1,870","2,150","2,480","2,630","2,920"
286,Investigations,Haematology,"IMMUNE DEFICIENCY PANNEL - II, (CD3, CD4, CD8)","7,590","7,590","7,590","8,720","10,030","11,850","13,180"
287,Investigations,Haematology,URINE SPECIFIC GRAVITY,300,310,310,350,400,440,480
288,Investigations,Haematology,"PACKED CELL VOLUME, BODY FLUIDS, PCV",800,800,800,920,"1,070","1,200","1,330"
289,Investigations,Haematology,MULTIPLE MYELOMA PANEL BY FLOW CYTOMETRY,"12,490","12,490","12,490","14,360","16,500","19,990","22,320"
290,Investigations,Haematology,MIXING STUDY PT,"2,340","2,340","2,340","2,700","3,100","3,650","4,070"
291,Investigations,Haematology,MIXING STUDY- PTT,"2,310","2,310","2,310","2,660","3,060","3,590","3,970"
292,Investigations,Haematology,FLUID FOR CELL COUNT AND TYPE - DRAINAGE TUBE,"1,320","1,320","1,320","1,520","1,750","2,110","2,350"
293,Investigations,Haematology,PNH BY FLOW CYTOMETRY,"4,840","4,840","4,840","5,570","6,400","6,830","11,170"
294,Investigations,Haematology,ASCITIC FLUID FOR CELL TYPE CELL COUNT,"1,350","1,350","1,350","1,550","1,780","2,160","2,400"
295,Investigations,Haematology,CD2 ABSOLUTE COUNT,"8,000","8,010","8,010","9,220","10,590","12,730","14,110"
296,Investigations,Haematology,COMBO QUEST II FOR AML,"34,790","34,790","34,790","40,020","46,010","48,920","54,350"
297,Investigations,Haematology,COMPLETE BLOOD PICTURE [CBP],770,770,770,880,"1,010","1,080","1,190"
298,Investigations,Haematology,CSF FOR CELL TYPE CELL COUNT,"1,350","1,350","1,350","1,550","1,780","2,160","2,400"
299,Investigations,Haematology,DC AND MP,550,550,550,630,720,810,900
300,Investigations,Haematology,FILARIA ANTIGEN,"1,270","1,270","1,270","1,450","1,670","2,000","2,220"
301,Investigations,Haematology,FLOW CYTOMERTY SINGLE PROTOCOL,"3,630","3,630","3,630","4,180","4,810","5,680","6,300"
302,Investigations,Haematology,FLUID FOR BILE SALT BILE PIGMENT,610,610,610,690,790,970,"1,080"
303,Investigations,Haematology,FLUID FOR EOSINOPHIL COUNT,610,610,610,700,810,970,"1,090"
304,Investigations,Haematology,FLUID FOR HEAMOGLOBIN,690,690,690,800,920,"1,090","1,210"
305,Investigations,Haematology,FLUID FROM CYST FOR CELL TYPE CELL COUNT,"1,320","1,320","1,320","1,520","1,750","2,110","2,350"
306,Investigations,Haematology,"HB,TC,DC","1,180","1,190","1,190","1,360","1,560","1,620","1,800"
307,Investigations,Haematology,STOOL FOR FAT DROPLETS,660,660,660,760,870,"1,080","1,180"
308,Investigations,Haematology,URINE SUGAR- FASTING(QUALITATIVE),400,400,400,450,520,620,770
309,Investigations,Haematology,URINE SUGAR -RANDOM(QUALITATIVE),610,610,610,700,810,920,"1,030"
310,Investigations,Haematology,WBC COUNT [TOTAL],770,770,770,880,"1,010","1,190","1,310"
311,Investigations,Haematology,"TC,DC",910,910,910,"1,060","1,220","1,400","1,560"
312,Investigations,Haematology,PERIPHERAL BLOOD SMEAR FOR SCHISTOCYTES,910,910,910,"1,060","1,210","1,320","1,660"
313,Investigations,Haematology,PERIPHERAL BLOOD SMEAR FOR ACANTHOCYTES,910,910,910,"1,060","1,210","1,320","1,660"
314,Investigations,Haematology,FRAGILE X DECET AND KARYO OF PERI BLD CELL(),"19,470","19,470","19,470","22,400","25,760","30,470","33,850"
315,Investigations,Haematology,STEM CELL COUNT,"4,180","4,180","4,180","4,810","5,520","6,530","7,260"
316,Investigations,Haematology,IHC PANEL(HAEMATOLOGY),"21,310","21,320","21,320","24,520","28,190","33,360","37,060"
317,Investigations,Haematology,IMMUNOHISTOCHEMISTRY/PER SLIDE (HAEMATOLOGY),"4,570","4,570","4,570","5,250","6,040","6,510","6,960"
318,Investigations,Haematology,BONE MARROW BIOPSY FOR OPINION,"3,050","3,060","3,060","3,510","4,040","4,800","6,040"
319,Investigations,Haematology,APOLLO MYCARDIO GENETIC TEST,"5,670","5,670","5,670","6,510","7,480","8,860","11,140"
320,Investigations,Haematology,BCR/ABL WITH IS RATIO (ONCQUEST),"11,000","11,000","11,000","12,660","14,560","16,750","19,270"
321,Investigations,Haematology,MULTIPLE MYELOMA COMPREHENSIVE - FISH,"29,430","29,430","29,430","33,840","38,910","46,100","58,040"
322,Investigations,Haematology,AML COMBOQUEST 5 (NPM1 MUTATION FLT3 MUTATION CEBPA MUTATION),"18,870","18,870","18,870","21,690","24,950","29,560","37,200"
323,Investigations,Haematology,TRANSLOCATION (11 OF 14) BY FISH,"8,530","8,530","8,530","9,810","11,290","13,350","16,820"
324,Investigations,Haematology,FACTOR IX ASSAY,"7,010","7,020","7,020","8,070","9,280","11,000","13,840"
325,Investigations,Haematology,EMA DYEBINDING TEST,"4,680","4,680","4,680","5,380","6,180","7,320","9,210"
326,Investigations,Haematology,EXTENDED IHC PACKAGE (12 ANTIGEN) FOR HAEMATOLOGY,"30,170","30,170","30,170","34,710","39,910","47,290","59,520"
327,Investigations,Haematology,COMPLETE BLOOD PICTURE (CBP) FOR LEUKEMIA,690,690,690,800,920,"1,090","1,360"
328,Investigations,Microbiology,MANTOUX TEST,990,990,990,"1,140","1,320","1,380","1,530"
329,Investigations,Microbiology,HBe(e ANTIGEN),"3,080","3,080","3,080","3,540","4,080","4,830","5,370"
330,Investigations,Microbiology,CRYPTOCOCCUS ANTIGEN,"7,070","7,070","7,070","8,140","9,360","11,040","12,270"
331,Investigations,Microbiology,RUBELLA IGG ANTIBODIES,"2,700","2,700","2,700","3,100","3,560","4,190","4,640"
332,Investigations,Microbiology,TOXOPLASMA IGG ANTIBODIES,"1,900","1,900","1,900","2,190","2,510","2,980","3,330"
333,Investigations,Microbiology,AFB CULTURE [SPUTUM](Bact Alert 3D),"3,410","3,410","3,410","3,920","4,510","4,820","5,350"
334,Investigations,Microbiology,AFB CULTURE [STOOL](Bact Alert 3D),"3,250","3,250","3,250","3,730","4,290","4,590","5,090"
335,Investigations,Microbiology,"AFB CULTURE TIPS [CATH,SUC,TRACL ET](Bact Alert 3D)","3,250","3,250","3,250","3,730","4,290","4,590","5,090"
336,Investigations,Microbiology,AFB CULTURE [URETHRAL SWAB](Bact Alert 3D),"3,250","3,250","3,250","3,730","4,290","4,590","5,090"
337,Investigations,Microbiology,AFB CULTURE [URINE](Bact Alert 3D),"3,410","3,410","3,410","3,920","4,510","4,820","5,350"
338,Investigations,Microbiology,AFB CULTURE [OTHERS] (Bact Alert 3D),"3,410","3,410","3,410","3,920","4,510","4,820","5,350"
339,Investigations,Microbiology,ACID FAST STAIN OTHERS,"1,350","1,350","1,350","1,550","1,780","1,900","2,120"
340,Investigations,Microbiology,ACID FAST STAIN [TIP],"1,290","1,300","1,300","1,500","1,720","1,830","2,040"
341,Investigations,Microbiology,ACID FAST STAIN [PUS],"1,350","1,350","1,350","1,550","1,780","1,900","2,120"
342,Investigations,Microbiology,ACID FAST STAIN [SPUTUM],"1,350","1,350","1,350","1,550","1,780","1,900","2,120"
343,Investigations,Microbiology,ACID FAST STAIN [URINE],"1,350","1,350","1,350","1,550","1,780","1,900","2,120"
344,Investigations,Microbiology,ACID FAST STAIN [BAL],"1,350","1,350","1,350","1,550","1,780","1,900","2,120"
345,Investigations,Microbiology,ACID FAST STAIN [BODY FLUID],"1,290","1,300","1,300","1,500","1,720","1,830","2,040"
346,Investigations,Microbiology,ACID FAST STAIN [CSF],"1,350","1,350","1,350","1,550","1,780","1,900","2,120"
347,Investigations,Microbiology,ANAEROBIC CULTURE AND SENSITIVITY [BODY FLUIDS],"1,930","1,930","1,930","2,210","2,550","3,010","3,340"
348,Investigations,Microbiology,ANAEROBIC CULTURE AND SENSITIVITY [CSF],"1,930","1,930","1,930","2,210","2,550","3,010","3,340"
349,Investigations,Microbiology,ANAEROBIC CULTURE AND SENSITIVITY [OTHERS],"2,120","2,120","2,120","2,430","2,810","3,320","3,690"
350,Investigations,Microbiology,ANAEROBIC CULTURE AND SENSITIVITY [PUS],"2,120","2,120","2,120","2,430","2,810","3,320","3,690"
351,Investigations,Microbiology,ANAEROBIC CULTURE AND SENSITIVITY [VAGINAL SWAB],"1,930","1,930","1,930","2,210","2,550","3,010","3,340"
352,Investigations,Microbiology,ANTI - HBe (e ANTIBODY),"4,400","4,400","4,400","5,060","5,820","6,900","7,660"
353,Investigations,Microbiology,HAV-IGM,"4,790","4,790","4,790","5,500","6,330","7,460","8,280"
354,Investigations,Microbiology,ANTI HBc IgM,"4,210","4,210","4,210","4,850","5,580","6,560","7,280"
355,Investigations,Microbiology,ANTI HCV CMIA,"2,310","2,310","2,310","2,660","3,060","3,590","3,970"
356,Investigations,Microbiology,LEPTOSPIRA IGM ANTIBODIES,"4,370","4,380","4,380","5,040","5,790","6,850","7,610"
357,Investigations,Microbiology,ASO TITRE,"2,090","2,090","2,090","2,400","2,750","3,260","3,600"
358,Investigations,Microbiology,COMPLEMENT LEVEL - C3,"3,270","3,280","3,280","3,760","4,330","5,100","5,680"
359,Investigations,Microbiology,COMPLEMENT LEVEL C4,"1,710","1,710","1,710","1,960","2,240","2,420","2,680"
360,Investigations,Microbiology,C-REACTIVE PROTEIN (CRP),"2,060","2,070","2,070","2,390","2,750","2,940","3,270"
361,Investigations,Microbiology,CULTURE AND SENSITIVITY [URINE],"2,060","2,070","2,070","2,390","2,750","2,940","3,270"
362,Investigations,Microbiology,CULTURE AND SENSITIVITY [BLOOD],"3,990","3,990","3,990","4,600","5,290","5,690","6,330"
363,Investigations,Microbiology,CULTURE AND SENSITIVITY [C S F],"1,930","1,930","1,930","2,210","2,550","3,000","3,330"
364,Investigations,Microbiology,CULTURE AND SENSITIVITY [RECTAL SWAB],"1,350","1,350","1,350","1,550","1,780","2,100","2,330"
365,Investigations,Microbiology,CULTURE AND SENSITIVITY [SPUTUM],"2,060","2,070","2,070","2,390","2,750","2,940","3,270"
366,Investigations,Microbiology,CULTURE AND SENSITIVITY [THROAT SWAB],"1,540","1,540","1,540","1,770","2,040","2,390","2,650"
367,Investigations,Microbiology,CULTURE AND SENSITIVITY [WOUND SWAB],"1,710","1,710","1,710","1,960","2,240","2,450","2,710"
368,Investigations,Microbiology,CULTURE AND SENSITIVITY [EYE SWAB],"1,950","1,960","1,960","2,240","2,590","2,770","3,080"
369,Investigations,Microbiology,CULTURE AND SENSITIVITY [FLUIDS],"1,490","1,490","1,490","1,710","1,960","2,110","2,340"
370,Investigations,Microbiology,GRAM STAIN [BLOOD],720,720,720,810,940,"1,000","1,100"
371,Investigations,Microbiology,GRAM STAIN [OTHERS],770,770,770,880,"1,010","1,080","1,190"
372,Investigations,Microbiology,GRAM STAIN [TIP],720,720,720,810,940,"1,000","1,100"
373,Investigations,Microbiology,GRAM STAIN [ BODY FLUID],720,720,720,810,940,"1,000","1,100"
374,Investigations,Microbiology,GRAM STAIN [CSF],770,770,770,880,"1,010","1,080","1,190"
375,Investigations,Microbiology,GRAM STAIN [PUS],770,770,770,880,"1,010","1,080","1,190"
376,Investigations,Microbiology,GRAM STAIN [SPUTUM],800,800,800,920,"1,070","1,110","1,220"
377,Investigations,Microbiology,GRAM STAIN [STOOL],720,720,720,810,940,"1,000","1,100"
378,Investigations,Microbiology,GRAM STAIN [THROAT SWAB],770,770,770,880,"1,010","1,080","1,190"
379,Investigations,Microbiology,GRAM STAIN [URINE],720,720,720,810,940,"1,000","1,100"
380,Investigations,Microbiology,IMMUNOGLOBULIN - IgA,"3,470","3,470","3,470","3,990","4,590","5,460","6,060"
381,Investigations,Microbiology,IMMUNOGLOBULIN - IgG,"3,410","3,410","3,410","3,920","4,510","5,380","5,980"
382,Investigations,Microbiology,IMMUNOGLOBULIN - IgM,"3,410","3,410","3,410","3,920","4,510","5,380","5,980"
383,Investigations,Microbiology,INDIA-INK PREPARATION,610,610,610,690,790,990,"1,080"
384,Investigations,Microbiology,WATER ANALYSIS [FOR COLIFORM COUNT],"3,270","3,280","3,280","3,760","4,330","5,120","5,690"
385,Investigations,Microbiology,AFB CULTURE [BAL/TRACHEAL](Bact Alert 3D),"3,410","3,410","3,410","3,920","4,510","4,820","5,350"
386,Investigations,Microbiology,AFB CULTURE [CONJUNCTIVAL SWAB](Bact Alert 3D),"3,250","3,250","3,250","3,730","4,290","4,590","5,090"
387,Investigations,Microbiology,AFB CULTURE [NASAL SWAB](Bact Alert 3D),"3,250","3,250","3,250","3,730","4,290","4,590","5,090"
388,Investigations,Microbiology,YEAST IDENTIFICATION AND SUSCEPTIBILITY,"2,120","2,120","2,120","2,440","2,810","3,310","3,670"
389,Investigations,Microbiology,WIDAL TEST,"1,210","1,210","1,210","1,400","1,610","1,740","1,940"
390,Investigations,Microbiology,ANTI LKM-1 /LIVER-KIDNEY- MICROSOMAL ANTIBODIES ( IMMUNOBLOT ASSAY),"6,050","6,050","6,050","6,950","8,000","9,520","10,570"
391,Investigations,Microbiology,ANTI SMOOTH MUSCLE ANTI BODY (SMA),"3,440","3,440","3,440","3,960","4,550","5,340","5,930"
392,Investigations,Microbiology,ANTI CCP (CYCLIC CITRULLINATED PEPTIDE),"3,300","3,300","3,300","3,800","4,370","5,120","5,690"
393,Investigations,Microbiology,VDRL (QUALITATIVE),"1,130","1,130","1,130","1,300","1,500","1,760","1,960"
394,Investigations,Microbiology,ANTI HCV ANTIBODIES,"3,220","3,220","3,220","3,710","4,270","4,510","5,010"
395,Investigations,Microbiology,PREALBUMIN SERUM,"3,990","3,990","3,990","4,600","5,280","6,220","6,910"
396,Investigations,Microbiology,TORCH IgG COMPLEX,"4,950","4,950","4,950","5,690","6,550","7,720","8,600"
397,Investigations,Microbiology,CULTURE AND SENSITIVITY [BAL],"2,060","2,070","2,070","2,390","2,750","2,940","3,270"
398,Investigations,Microbiology,CULTURE AND SENSITIVITY [THROAT SECRETION],"1,950","1,960","1,960","2,240","2,590","2,770","3,080"
399,Investigations,Microbiology,HIGH SENSITIVE (CRP),"1,710","1,710","1,710","1,960","2,240","2,670","3,370"
400,Investigations,Microbiology,TORCH IgM COMPLEX,"4,790","4,790","4,790","5,500","6,330","7,470","8,320"
401,Investigations,Microbiology,HBC TOTAL CORE ANTIBODY,"3,440","3,440","3,440","3,960","4,550","5,340","5,930"
402,Investigations,Microbiology,CYTOMEGALOVIRUS ANTIBODIES Ig G,"2,420","2,420","2,420","2,780","3,200","3,770","4,190"
403,Investigations,Microbiology,MDR-TB DETECTION BY REVERSE HYBRIDIZATION,"7,290","7,290","7,290","8,390","9,660","11,620","12,900"
404,Investigations,Microbiology,RA FACTOR,"2,090","2,090","2,090","2,400","2,750","3,260","3,600"
405,Investigations,Microbiology,TOXOPLASMA ANTIBODIES IG M,"2,480","2,480","2,480","2,850","3,280","3,920","4,330"
406,Investigations,Microbiology,CYTOMEGALOVIRUS ANTIBODIES Ig M,"2,420","2,420","2,420","2,780","3,200","3,770","4,190"
407,Investigations,Microbiology,CULTURE AND SENSITIVITY [CENTRAL LINE TIP],"2,060","2,070","2,070","2,390","2,750","2,940","3,270"
408,Investigations,Microbiology,GRAM STAIN [WOUND SWAB],770,770,770,880,"1,010","1,080","1,190"
